pair,time,vol_z,pnl,hours_held,variant
FETUSDT,2025-11-07 10:00:00+00:00,3.22,0.10999999999999999,4,A_baseline
FETUSDT,2025-11-08 07:00:00+00:00,3.18,0.010000000000000123,8,A_baseline
FETUSDT,2026-01-04 08:00:00+00:00,3.46,0.10999999999999976,19,A_baseline
FETUSDT,2026-01-05 07:00:00+00:00,3.58,0.041604101494612584,36,A_baseline
FETUSDT,2026-03-11 05:00:00+00:00,3.63,0.03948742746615109,36,A_baseline
FETUSDT,2026-03-13 04:00:00+00:00,3.53,-0.05500000000000004,3,A_baseline
FETUSDT,2026-03-15 16:00:00+00:00,3.5,0.10999999999999999,20,A_baseline
FETUSDT,2026-03-16 21:00:00+00:00,4.07,-0.05500000000000004,6,A_baseline
FETUSDT,2026-05-26 00:00:00+00:00,3.15,0.069934497816594,36,A_baseline
FETUSDT,2026-05-30 15:00:00+00:00,3.13,-0.05500000000000015,26,A_baseline
FILUSDT,2025-01-13 09:00:00+00:00,3.19,0.07215937241948789,36,A_baseline
FILUSDT,2025-04-02 20:00:00+00:00,3.11,-0.05500000000000015,2,A_baseline
FILUSDT,2025-04-20 16:00:00+00:00,3.05,-0.05062453253552723,36,A_baseline
FILUSDT,2025-04-23 16:00:00+00:00,3.06,0.022456647398844013,36,A_baseline
FILUSDT,2025-05-09 08:00:00+00:00,4.08,0.04328504828504832,36,A_baseline
FILUSDT,2025-07-11 04:00:00+00:00,3.0,-0.05500000000000015,33,A_baseline
FILUSDT,2025-07-18 10:00:00+00:00,3.48,-0.05500000000000004,10,A_baseline
FILUSDT,2025-07-20 17:00:00+00:00,3.45,-0.041032944406314324,36,A_baseline
FILUSDT,2025-07-30 19:00:00+00:00,3.61,-0.05500000000000004,29,A_baseline
FILUSDT,2025-08-01 08:00:00+00:00,3.47,-0.027795698924731323,36,A_baseline
FILUSDT,2025-08-22 23:00:00+00:00,3.03,-0.05499999999999993,31,A_baseline
FILUSDT,2025-08-24 20:00:00+00:00,3.2,-0.05500000000000004,10,A_baseline
FILUSDT,2025-10-11 01:00:00+00:00,6.63,0.009999999999999901,19,A_baseline
FILUSDT,2025-10-29 18:00:00+00:00,3.54,-0.05500000000000015,10,A_baseline
FILUSDT,2025-11-07 06:00:00+00:00,3.74,0.009999999999999901,5,A_baseline
FILUSDT,2025-11-07 23:00:00+00:00,3.12,-0.05500000000000004,1,A_baseline
FILUSDT,2025-11-08 06:00:00+00:00,3.39,0.10999999999999999,2,A_baseline
FILUSDT,2026-01-23 11:00:00+00:00,3.08,-0.006518602885345444,36,A_baseline
FILUSDT,2026-02-07 16:00:00+00:00,3.72,-0.05500000000000004,24,A_baseline
FILUSDT,2026-03-11 04:00:00+00:00,3.75,-0.003839907192575316,36,A_baseline
FILUSDT,2026-04-16 07:00:00+00:00,3.38,0.017403258655804502,36,A_baseline
FILUSDT,2026-04-29 18:00:00+00:00,3.29,0.03199551569506721,36,A_baseline
FILUSDT,2026-05-06 08:00:00+00:00,5.41,-0.05500000000000015,6,A_baseline
FILUSDT,2026-05-07 00:00:00+00:00,4.43,0.00328729281767937,36,A_baseline
INJUSDT,2025-07-11 09:00:00+00:00,3.15,-0.05500000000000004,13,A_baseline
INJUSDT,2025-08-24 19:00:00+00:00,3.4,-0.05500000000000004,11,A_baseline
INJUSDT,2025-10-13 13:00:00+00:00,3.76,-0.05500000000000004,17,A_baseline
INJUSDT,2025-11-08 00:00:00+00:00,3.99,0.010000000000000123,14,A_baseline
INJUSDT,2026-01-03 08:00:00+00:00,3.3,0.05354560394412478,36,A_baseline
INJUSDT,2026-02-02 03:00:00+00:00,3.12,0.03549148282602633,36,A_baseline
INJUSDT,2026-02-06 00:00:00+00:00,3.92,0.10999999999999999,17,A_baseline
INJUSDT,2026-02-19 05:00:00+00:00,3.79,-0.05500000000000004,3,A_baseline
INJUSDT,2026-02-19 12:00:00+00:00,3.09,-0.05500000000000004,4,A_baseline
INJUSDT,2026-04-15 22:00:00+00:00,3.6,0.023676021964612496,36,A_baseline
INJUSDT,2026-04-27 03:00:00+00:00,3.0,-0.05500000000000004,7,A_baseline
INJUSDT,2026-05-11 22:00:00+00:00,3.78,0.10999999999999999,32,A_baseline
INJUSDT,2026-05-13 18:00:00+00:00,3.22,-0.05500000000000015,2,A_baseline
INJUSDT,2026-05-13 23:00:00+00:00,3.15,-0.01665954139137182,36,A_baseline
JSTUSDT,2025-02-28 04:00:00+00:00,4.46,0.026756318859365028,36,A_baseline
JSTUSDT,2025-03-19 02:00:00+00:00,3.19,-0.05500000000000004,34,A_baseline
JSTUSDT,2025-04-02 07:00:00+00:00,4.33,-0.032153558052434465,36,A_baseline
JSTUSDT,2025-04-06 16:00:00+00:00,3.58,-0.05500000000000004,8,A_baseline
JSTUSDT,2025-04-27 07:00:00+00:00,3.98,-0.05500000000000004,16,A_baseline
JSTUSDT,2025-04-28 05:00:00+00:00,3.1,0.10999999999999999,2,A_baseline
JSTUSDT,2025-04-28 11:00:00+00:00,3.17,-0.05500000000000015,15,A_baseline
JSTUSDT,2025-06-16 12:00:00+00:00,3.46,-0.015222489476849118,36,A_baseline
JSTUSDT,2025-07-29 23:00:00+00:00,3.68,-0.05500000000000004,2,A_baseline
JSTUSDT,2025-07-30 19:00:00+00:00,3.06,-0.05500000000000004,29,A_baseline
JSTUSDT,2025-08-25 07:00:00+00:00,4.54,0.010000000000000123,17,A_baseline
JSTUSDT,2025-10-11 13:00:00+00:00,3.1,0.018414634146341483,36,A_baseline
JSTUSDT,2025-10-14 06:00:00+00:00,3.04,0.005658307210031248,36,A_baseline
JSTUSDT,2025-12-05 11:00:00+00:00,3.37,-0.009980079681274897,36,A_baseline
JSTUSDT,2026-01-19 00:00:00+00:00,4.04,0.024727704221833572,36,A_baseline
JSTUSDT,2026-02-02 03:00:00+00:00,3.54,0.008401559454190969,36,A_baseline
JSTUSDT,2026-02-06 00:00:00+00:00,3.69,0.0610189694950013,36,A_baseline
JSTUSDT,2026-04-02 02:00:00+00:00,3.3,-0.03449898548462626,36,A_baseline
JSTUSDT,2026-04-21 13:00:00+00:00,3.41,0.05120520558279907,36,A_baseline
JSTUSDT,2026-05-01 17:00:00+00:00,3.2,-0.05500000000000004,34,A_baseline
JSTUSDT,2026-06-02 20:00:00+00:00,3.45,-0.05500000000000004,10,A_baseline
JSTUSDT,2026-06-03 19:00:00+00:00,3.11,-0.05500000000000004,5,A_baseline
JSTUSDT,2026-06-04 01:00:00+00:00,3.08,0.07633779264214058,36,A_baseline
JTOUSDT,2025-01-18 09:00:00+00:00,3.76,0.02832899446794668,36,A_baseline
JTOUSDT,2025-02-21 17:00:00+00:00,3.1,-0.05500000000000004,2,A_baseline
JTOUSDT,2025-05-30 19:00:00+00:00,3.55,-0.05499999999999993,5,A_baseline
JTOUSDT,2025-06-04 10:00:00+00:00,5.8,-0.05500000000000004,28,A_baseline
JTOUSDT,2025-06-11 01:00:00+00:00,3.43,0.009999999999999901,33,A_baseline
JTOUSDT,2025-06-16 05:00:00+00:00,3.11,-0.05500000000000004,7,A_baseline
JTOUSDT,2025-07-21 08:00:00+00:00,3.03,0.045767790262172155,36,A_baseline
JTOUSDT,2025-08-27 18:00:00+00:00,3.14,0.0004699154649426872,36,A_baseline
JTOUSDT,2025-09-11 07:00:00+00:00,3.03,0.06710272873194223,36,A_baseline
JTOUSDT,2025-09-12 23:00:00+00:00,3.43,-0.03696803196803188,36,A_baseline
JTOUSDT,2025-10-17 05:00:00+00:00,3.89,-0.05500000000000004,2,A_baseline
JTOUSDT,2025-12-20 14:00:00+00:00,3.77,-0.018927576601671322,36,A_baseline
JTOUSDT,2026-01-02 12:00:00+00:00,4.77,0.04522831050228316,36,A_baseline
JTOUSDT,2026-01-20 23:00:00+00:00,3.19,-0.002032640949554905,36,A_baseline
JTOUSDT,2026-01-25 10:00:00+00:00,3.73,0.010000000000000123,6,A_baseline
JTOUSDT,2026-01-26 04:00:00+00:00,4.35,0.08115384615384602,36,A_baseline
JTOUSDT,2026-01-28 05:00:00+00:00,4.51,0.10999999999999999,4,A_baseline
JTOUSDT,2026-01-28 18:00:00+00:00,3.02,-0.05500000000000004,1,A_baseline
JTOUSDT,2026-01-29 00:00:00+00:00,3.54,-0.05500000000000004,2,A_baseline
JTOUSDT,2026-03-23 19:00:00+00:00,4.35,-0.05500000000000015,4,A_baseline
JTOUSDT,2026-03-25 07:00:00+00:00,3.02,-0.05500000000000004,1,A_baseline
JTOUSDT,2026-04-13 09:00:00+00:00,4.39,-0.042589313451382386,36,A_baseline
JTOUSDT,2026-04-26 09:00:00+00:00,3.18,-0.05500000000000004,21,A_baseline
JTOUSDT,2026-05-06 16:00:00+00:00,3.21,-0.05500000000000004,7,A_baseline
JTOUSDT,2026-05-07 19:00:00+00:00,3.94,-0.05500000000000004,1,A_baseline
JTOUSDT,2026-05-08 03:00:00+00:00,4.43,-0.05500000000000004,9,A_baseline
LIT-USDT,2026-01-23 04:00:00+00:00,3.97,-0.05500000000000004,6,A_baseline
LIT-USDT,2026-01-27 09:00:00+00:00,3.07,-0.0001560818083962091,36,A_baseline
LIT-USDT,2026-01-29 11:00:00+00:00,3.29,-0.05500000000000004,4,A_baseline
LIT-USDT,2026-01-29 20:00:00+00:00,3.6,0.0420164734594265,36,A_baseline
LIT-USDT,2026-05-21 15:00:00+00:00,3.45,-0.05500000000000004,1,A_baseline
MEGAUSDT,2026-05-23 05:00:00+00:00,3.66,-0.05499999999999993,2,A_baseline
MEGAUSDT,2026-05-23 09:00:00+00:00,5.6,-0.036968160225959716,36,A_baseline
