pair,time,vol_z,pnl,hours_held,variant
EIGENUSDT,2026-06-20 10:00:00+00:00,3.26,-0.051999999999999935,3,B_maker
EIGENUSDT,2026-06-21 16:00:00+00:00,4.02,0.012999999999999902,36,B_maker
ENAUSDT,2025-05-09 05:00:00+00:00,3.25,0.08922716894977167,36,B_maker
ENAUSDT,2025-05-11 01:00:00+00:00,3.05,-0.052000000000000046,6,B_maker
ENAUSDT,2025-05-13 19:00:00+00:00,3.28,-0.052000000000000046,13,B_maker
ENAUSDT,2025-07-20 19:00:00+00:00,3.01,0.11299999999999999,19,B_maker
ENAUSDT,2025-07-21 16:00:00+00:00,3.13,-0.05200000000000016,4,B_maker
ENAUSDT,2026-01-05 07:00:00+00:00,3.35,-0.005262642740619937,36,B_maker
ENAUSDT,2026-01-07 12:00:00+00:00,3.18,-0.052000000000000046,19,B_maker
ENAUSDT,2026-01-14 06:00:00+00:00,3.28,-0.052000000000000046,7,B_maker
ENAUSDT,2026-01-30 01:00:00+00:00,3.09,-0.052000000000000046,31,B_maker
ENAUSDT,2026-02-07 16:00:00+00:00,4.14,-0.052000000000000046,29,B_maker
ENAUSDT,2026-02-20 07:00:00+00:00,3.19,-0.013775362318840577,36,B_maker
ENAUSDT,2026-03-26 03:00:00+00:00,3.49,-0.052000000000000046,6,B_maker
ENAUSDT,2026-05-06 13:00:00+00:00,3.56,-0.020211920529801364,36,B_maker
ENAUSDT,2026-06-03 09:00:00+00:00,3.62,0.11299999999999999,8,B_maker
FETUSDT,2025-03-09 23:00:00+00:00,3.36,-0.051999999999999935,18,B_maker
FETUSDT,2025-04-13 19:00:00+00:00,3.56,-0.052000000000000046,11,B_maker
FETUSDT,2025-04-20 11:00:00+00:00,3.17,0.05772555746140662,36,B_maker
FETUSDT,2025-04-22 02:00:00+00:00,3.66,0.05300000000000016,36,B_maker
FETUSDT,2025-05-23 05:00:00+00:00,3.16,-0.052000000000000046,7,B_maker
FETUSDT,2025-07-11 06:00:00+00:00,3.12,-0.052000000000000046,16,B_maker
FETUSDT,2025-09-08 05:00:00+00:00,3.01,-0.008201550387596955,36,B_maker
FETUSDT,2025-09-17 18:00:00+00:00,3.52,0.0418871473354232,36,B_maker
FETUSDT,2025-09-30 17:00:00+00:00,4.04,0.08088321167883206,36,B_maker
FETUSDT,2025-10-10 07:00:00+00:00,3.32,-0.052000000000000046,13,B_maker
FETUSDT,2025-10-11 07:00:00+00:00,3.0,0.013000000000000124,13,B_maker
FETUSDT,2025-10-14 10:00:00+00:00,3.61,-0.052000000000000046,9,B_maker
FETUSDT,2025-11-07 10:00:00+00:00,3.22,0.11299999999999999,4,B_maker
FETUSDT,2025-11-08 07:00:00+00:00,3.18,0.013000000000000124,8,B_maker
FETUSDT,2026-01-04 08:00:00+00:00,3.46,0.11299999999999977,19,B_maker
FETUSDT,2026-01-05 07:00:00+00:00,3.58,0.04460410149461258,36,B_maker
FETUSDT,2026-03-11 05:00:00+00:00,3.63,0.042487427466151084,36,B_maker
FETUSDT,2026-03-13 04:00:00+00:00,3.53,-0.052000000000000046,3,B_maker
FETUSDT,2026-03-15 16:00:00+00:00,3.5,0.11299999999999999,20,B_maker
FETUSDT,2026-03-16 21:00:00+00:00,4.07,-0.052000000000000046,6,B_maker
FETUSDT,2026-05-26 00:00:00+00:00,3.15,0.072934497816594,36,B_maker
FETUSDT,2026-05-30 15:00:00+00:00,3.13,-0.05200000000000016,26,B_maker
FILUSDT,2025-01-13 09:00:00+00:00,3.19,0.07515937241948789,36,B_maker
FILUSDT,2025-04-02 20:00:00+00:00,3.11,-0.05200000000000016,2,B_maker
FILUSDT,2025-04-20 16:00:00+00:00,3.05,-0.04762453253552723,36,B_maker
FILUSDT,2025-04-23 16:00:00+00:00,3.06,0.025456647398844012,36,B_maker
FILUSDT,2025-05-09 08:00:00+00:00,4.08,0.046285048285048314,36,B_maker
FILUSDT,2025-07-11 04:00:00+00:00,3.0,-0.05200000000000016,33,B_maker
FILUSDT,2025-07-18 10:00:00+00:00,3.48,-0.052000000000000046,10,B_maker
FILUSDT,2025-07-20 17:00:00+00:00,3.45,-0.03803294440631433,36,B_maker
FILUSDT,2025-07-30 19:00:00+00:00,3.61,-0.052000000000000046,29,B_maker
FILUSDT,2025-08-01 08:00:00+00:00,3.47,-0.024795698924731324,36,B_maker
FILUSDT,2025-08-22 23:00:00+00:00,3.03,-0.051999999999999935,31,B_maker
FILUSDT,2025-08-24 20:00:00+00:00,3.2,-0.052000000000000046,10,B_maker
FILUSDT,2025-10-11 01:00:00+00:00,6.63,0.012999999999999902,19,B_maker
FILUSDT,2025-10-29 18:00:00+00:00,3.54,-0.05200000000000016,10,B_maker
FILUSDT,2025-11-07 06:00:00+00:00,3.74,0.012999999999999902,5,B_maker
FILUSDT,2025-11-07 23:00:00+00:00,3.12,-0.052000000000000046,1,B_maker
FILUSDT,2025-11-08 06:00:00+00:00,3.39,0.11299999999999999,2,B_maker
FILUSDT,2026-01-23 11:00:00+00:00,3.08,-0.0035186028853454437,36,B_maker
FILUSDT,2026-02-07 16:00:00+00:00,3.72,-0.052000000000000046,24,B_maker
FILUSDT,2026-03-11 04:00:00+00:00,3.75,-0.0008399071925753159,36,B_maker
FILUSDT,2026-04-16 07:00:00+00:00,3.38,0.0204032586558045,36,B_maker
FILUSDT,2026-04-29 18:00:00+00:00,3.29,0.0349955156950672,36,B_maker
FILUSDT,2026-05-06 08:00:00+00:00,5.41,-0.05200000000000016,6,B_maker
FILUSDT,2026-05-07 00:00:00+00:00,4.43,0.00628729281767937,36,B_maker
INJUSDT,2025-07-11 09:00:00+00:00,3.15,-0.052000000000000046,13,B_maker
INJUSDT,2025-08-24 19:00:00+00:00,3.4,-0.052000000000000046,11,B_maker
INJUSDT,2025-10-13 13:00:00+00:00,3.76,-0.052000000000000046,17,B_maker
INJUSDT,2025-11-08 00:00:00+00:00,3.99,0.013000000000000124,14,B_maker
INJUSDT,2026-01-03 08:00:00+00:00,3.3,0.05654560394412478,36,B_maker
INJUSDT,2026-02-02 03:00:00+00:00,3.12,0.038491482826026324,36,B_maker
INJUSDT,2026-02-06 00:00:00+00:00,3.92,0.11299999999999999,17,B_maker
INJUSDT,2026-02-19 05:00:00+00:00,3.79,-0.052000000000000046,3,B_maker
INJUSDT,2026-02-19 12:00:00+00:00,3.09,-0.052000000000000046,4,B_maker
INJUSDT,2026-04-15 22:00:00+00:00,3.6,0.026676021964612495,36,B_maker
INJUSDT,2026-04-27 03:00:00+00:00,3.0,-0.052000000000000046,7,B_maker
INJUSDT,2026-05-11 22:00:00+00:00,3.78,0.11299999999999999,32,B_maker
INJUSDT,2026-05-13 18:00:00+00:00,3.22,-0.05200000000000016,2,B_maker
INJUSDT,2026-05-13 23:00:00+00:00,3.15,-0.01365954139137182,36,B_maker
JSTUSDT,2025-02-28 04:00:00+00:00,4.46,0.029756318859365027,36,B_maker
JSTUSDT,2025-03-19 02:00:00+00:00,3.19,-0.052000000000000046,34,B_maker
JSTUSDT,2025-04-02 07:00:00+00:00,4.33,-0.02915355805243447,36,B_maker
JSTUSDT,2025-04-06 16:00:00+00:00,3.58,-0.052000000000000046,8,B_maker
JSTUSDT,2025-04-27 07:00:00+00:00,3.98,-0.052000000000000046,16,B_maker
JSTUSDT,2025-04-28 05:00:00+00:00,3.1,0.11299999999999999,2,B_maker
JSTUSDT,2025-04-28 11:00:00+00:00,3.17,-0.05200000000000016,15,B_maker
JSTUSDT,2025-06-16 12:00:00+00:00,3.46,-0.012222489476849117,36,B_maker
JSTUSDT,2025-07-29 23:00:00+00:00,3.68,-0.052000000000000046,2,B_maker
JSTUSDT,2025-07-30 19:00:00+00:00,3.06,-0.052000000000000046,29,B_maker
JSTUSDT,2025-08-25 07:00:00+00:00,4.54,0.013000000000000124,17,B_maker
JSTUSDT,2025-10-11 13:00:00+00:00,3.1,0.021414634146341482,36,B_maker
JSTUSDT,2025-10-14 06:00:00+00:00,3.04,0.008658307210031248,36,B_maker
JSTUSDT,2025-12-05 11:00:00+00:00,3.37,-0.006980079681274896,36,B_maker
JSTUSDT,2026-01-19 00:00:00+00:00,4.04,0.02772770422183357,36,B_maker
JSTUSDT,2026-02-02 03:00:00+00:00,3.54,0.01140155945419097,36,B_maker
JSTUSDT,2026-02-06 00:00:00+00:00,3.69,0.0640189694950013,36,B_maker
JSTUSDT,2026-04-02 02:00:00+00:00,3.3,-0.03149898548462626,36,B_maker
JSTUSDT,2026-04-21 13:00:00+00:00,3.41,0.054205205582799065,36,B_maker
JSTUSDT,2026-05-01 17:00:00+00:00,3.2,-0.052000000000000046,34,B_maker
JSTUSDT,2026-06-02 20:00:00+00:00,3.45,-0.052000000000000046,10,B_maker
JSTUSDT,2026-06-03 19:00:00+00:00,3.11,-0.052000000000000046,5,B_maker
JSTUSDT,2026-06-04 01:00:00+00:00,3.08,0.07933779264214058,36,B_maker
JTOUSDT,2025-01-18 09:00:00+00:00,3.76,0.03132899446794668,36,B_maker
JTOUSDT,2025-02-21 17:00:00+00:00,3.1,-0.052000000000000046,2,B_maker
JTOUSDT,2025-05-30 19:00:00+00:00,3.55,-0.051999999999999935,5,B_maker
JTOUSDT,2025-06-04 10:00:00+00:00,5.8,-0.052000000000000046,28,B_maker
JTOUSDT,2025-06-11 01:00:00+00:00,3.43,0.012999999999999902,33,B_maker
JTOUSDT,2025-06-16 05:00:00+00:00,3.11,-0.052000000000000046,7,B_maker
JTOUSDT,2025-07-21 08:00:00+00:00,3.03,0.04876779026217215,36,B_maker
JTOUSDT,2025-08-27 18:00:00+00:00,3.14,0.0034699154649426873,36,B_maker
JTOUSDT,2025-09-11 07:00:00+00:00,3.03,0.07010272873194223,36,B_maker
JTOUSDT,2025-09-12 23:00:00+00:00,3.43,-0.033968031968031887,36,B_maker
JTOUSDT,2025-10-17 05:00:00+00:00,3.89,-0.052000000000000046,2,B_maker
JTOUSDT,2025-12-20 14:00:00+00:00,3.77,-0.015927576601671323,36,B_maker
JTOUSDT,2026-01-02 12:00:00+00:00,4.77,0.048228310502283156,36,B_maker
JTOUSDT,2026-01-20 23:00:00+00:00,3.19,0.0009673590504450953,36,B_maker
JTOUSDT,2026-01-25 10:00:00+00:00,3.73,0.013000000000000124,6,B_maker
JTOUSDT,2026-01-26 04:00:00+00:00,4.35,0.08415384615384602,36,B_maker
JTOUSDT,2026-01-28 05:00:00+00:00,4.51,0.11299999999999999,4,B_maker
JTOUSDT,2026-01-28 18:00:00+00:00,3.02,-0.052000000000000046,1,B_maker
JTOUSDT,2026-01-29 00:00:00+00:00,3.54,-0.052000000000000046,2,B_maker
JTOUSDT,2026-03-23 19:00:00+00:00,4.35,-0.05200000000000016,4,B_maker
JTOUSDT,2026-03-25 07:00:00+00:00,3.02,-0.052000000000000046,1,B_maker
JTOUSDT,2026-04-13 09:00:00+00:00,4.39,-0.03958931345138239,36,B_maker
JTOUSDT,2026-04-26 09:00:00+00:00,3.18,-0.052000000000000046,21,B_maker
JTOUSDT,2026-05-06 16:00:00+00:00,3.21,-0.052000000000000046,7,B_maker
JTOUSDT,2026-05-07 19:00:00+00:00,3.94,-0.052000000000000046,1,B_maker
JTOUSDT,2026-05-08 03:00:00+00:00,4.43,-0.052000000000000046,9,B_maker
LIT-USDT,2026-01-23 04:00:00+00:00,3.97,-0.052000000000000046,6,B_maker
LIT-USDT,2026-01-27 09:00:00+00:00,3.07,0.002843918191603791,36,B_maker
LIT-USDT,2026-01-29 11:00:00+00:00,3.29,-0.052000000000000046,4,B_maker
LIT-USDT,2026-01-29 20:00:00+00:00,3.6,0.0450164734594265,36,B_maker
LIT-USDT,2026-05-21 15:00:00+00:00,3.45,-0.052000000000000046,1,B_maker
MEGAUSDT,2026-05-23 05:00:00+00:00,3.66,-0.051999999999999935,2,B_maker
MEGAUSDT,2026-05-23 09:00:00+00:00,5.6,-0.03396816022595972,36,B_maker
MEGAUSDT,2026-05-29 04:00:00+00:00,3.43,-0.052000000000000046,8,B_maker
MEGAUSDT,2026-06-14 18:00:00+00:00,3.72,0.013000000000000124,30,B_maker
MEGAUSDT,2026-06-17 13:00:00+00:00,3.98,0.11299999999999999,13,B_maker
MEGAUSDT,2026-06-22 12:00:00+00:00,4.73,-0.052000000000000046,20,B_maker
MEGAUSDT,2026-06-24 06:00:00+00:00,3.59,-0.052000000000000046,3,B_maker
PENGUUSDT,2025-03-13 12:00:00+00:00,3.73,-0.05200000000000016,9,B_maker
PENGUUSDT,2025-06-13 10:00:00+00:00,3.37,0.009053795136330091,36,B_maker
PENGUUSDT,2025-06-28 13:00:00+00:00,3.31,0.11299999999999999,5,B_maker
PENGUUSDT,2025-06-30 04:00:00+00:00,3.07,0.013000000000000124,8,B_maker
PENGUUSDT,2025-07-01 01:00:00+00:00,3.17,0.11299999999999977,29,B_maker
PENGUUSDT,2025-07-11 20:00:00+00:00,3.13,-0.052000000000000046,2,B_maker
PENGUUSDT,2025-09-17 18:00:00+00:00,3.24,0.11299999999999999,14,B_maker
PENGUUSDT,2026-01-04 08:00:00+00:00,3.11,0.08314090946878383,36,B_maker
PENGUUSDT,2026-02-06 00:00:00+00:00,3.22,0.11299999999999999,16,B_maker
PENGUUSDT,2026-03-18 05:00:00+00:00,3.34,-0.052000000000000046,7,B_maker
PENGUUSDT,2026-04-27 06:00:00+00:00,3.4,0.032730660186310434,36,B_maker
PUMPUSDT,2025-09-25 15:00:00+00:00,3.56,-0.052000000000000046,2,B_maker
PUMPUSDT,2025-09-26 05:00:00+00:00,4.8,0.0029290220820188412,36,B_maker
PUMPUSDT,2026-01-13 22:00:00+00:00,3.25,0.055032967032967006,36,B_maker
PUMPUSDT,2026-04-28 21:00:00+00:00,8.34,-0.05200000000000016,20,B_maker
SEIUSDT,2025-02-03 14:00:00+00:00,3.01,0.060904062229905076,36,B_maker
SEIUSDT,2025-02-22 04:00:00+00:00,3.02,-0.028814444047193466,36,B_maker
SEIUSDT,2025-02-24 16:00:00+00:00,3.17,-0.052000000000000046,6,B_maker
SEIUSDT,2025-04-02 20:00:00+00:00,3.04,-0.052000000000000046,2,B_maker
SEIUSDT,2025-05-09 08:00:00+00:00,3.05,0.10693617021276625,36,B_maker
SEIUSDT,2025-06-17 16:00:00+00:00,4.21,0.09850368550368538,36,B_maker
SEIUSDT,2025-06-24 08:00:00+00:00,3.5,-0.051999999999999935,6,B_maker
SEIUSDT,2025-08-24 19:00:00+00:00,4.34,-0.05200000000000016,11,B_maker
SEIUSDT,2025-09-17 18:00:00+00:00,4.12,0.07574193548387109,36,B_maker
SEIUSDT,2025-10-11 01:00:00+00:00,3.21,0.03295677233429406,36,B_maker
SEIUSDT,2025-10-16 09:00:00+00:00,3.07,-0.052000000000000046,10,B_maker
SEIUSDT,2025-10-30 12:00:00+00:00,3.02,-0.052000000000000046,5,B_maker
SEIUSDT,2025-12-10 20:00:00+00:00,3.44,-0.052000000000000046,6,B_maker
SEIUSDT,2025-12-30 06:00:00+00:00,3.46,-0.019793594306049878,36,B_maker
SEIUSDT,2026-01-14 10:00:00+00:00,3.28,-0.052000000000000046,33,B_maker
SEIUSDT,2026-02-06 00:00:00+00:00,3.65,0.07248275862068976,36,B_maker
SEIUSDT,2026-02-07 16:00:00+00:00,3.24,-0.009741935483871032,36,B_maker
SEIUSDT,2026-03-10 00:00:00+00:00,3.08,-0.052000000000000046,26,B_maker
SEIUSDT,2026-03-11 10:00:00+00:00,3.28,0.03960000000000008,36,B_maker
SEIUSDT,2026-04-22 06:00:00+00:00,3.19,-0.010018327605956443,36,B_maker
SEIUSDT,2026-05-10 22:00:00+00:00,3.27,-0.052000000000000046,33,B_maker
SYNUSDT,2025-02-12 00:00:00+00:00,3.02,0.11299999999999999,11,B_maker
SYNUSDT,2025-02-12 15:00:00+00:00,4.44,-0.05200000000000016,1,B_maker
SYNUSDT,2025-04-18 13:00:00+00:00,6.41,0.03470886075949364,36,B_maker
SYNUSDT,2025-04-21 09:00:00+00:00,3.86,0.11299999999999999,4,B_maker
SYNUSDT,2025-04-21 23:00:00+00:00,3.3,0.11299999999999999,11,B_maker
SYNUSDT,2025-04-22 11:00:00+00:00,3.33,-0.05200000000000016,29,B_maker
SYNUSDT,2025-04-24 04:00:00+00:00,3.23,-0.052000000000000046,3,B_maker
SYNUSDT,2025-04-24 17:00:00+00:00,3.03,0.11299999999999999,5,B_maker
SYNUSDT,2025-07-06 18:00:00+00:00,4.39,-0.05200000000000016,16,B_maker
SYNUSDT,2025-07-08 18:00:00+00:00,3.47,0.11299999999999999,13,B_maker
SYNUSDT,2025-07-11 05:00:00+00:00,3.13,0.11299999999999999,18,B_maker
SYNUSDT,2025-07-12 01:00:00+00:00,3.59,0.11300000000000021,5,B_maker
SYNUSDT,2025-07-22 23:00:00+00:00,3.71,-0.052000000000000046,3,B_maker
SYNUSDT,2025-07-23 06:00:00+00:00,3.48,0.012999999999999902,6,B_maker
SYNUSDT,2025-09-14 11:00:00+00:00,3.78,-0.052000000000000046,3,B_maker
SYNUSDT,2025-09-29 17:00:00+00:00,4.41,-0.052000000000000046,22,B_maker
SYNUSDT,2025-11-06 04:00:00+00:00,3.02,0.012999999999999902,12,B_maker
SYNUSDT,2025-12-25 05:00:00+00:00,3.11,-0.017841584158415857,36,B_maker
SYNUSDT,2026-01-06 04:00:00+00:00,3.71,-0.00032775919732430485,36,B_maker
SYNUSDT,2026-01-08 21:00:00+00:00,3.36,0.09606451612903233,36,B_maker
SYNUSDT,2026-01-28 18:00:00+00:00,3.4,-0.052000000000000046,1,B_maker
SYNUSDT,2026-01-30 03:00:00+00:00,3.22,-0.052000000000000046,3,B_maker
SYNUSDT,2026-01-31 00:00:00+00:00,3.19,0.013000000000000124,3,B_maker
SYNUSDT,2026-01-31 04:00:00+00:00,3.17,0.013000000000000124,8,B_maker
SYNUSDT,2026-03-21 18:00:00+00:00,3.5,-0.04141908713692943,36,B_maker
SYNUSDT,2026-05-10 10:00:00+00:00,3.33,0.027159519725557413,36,B_maker
SYNUSDT,2026-05-22 13:00:00+00:00,3.35,0.00015517241379314935,36,B_maker
TIAUSDT,2025-01-16 18:00:00+00:00,3.12,0.040587579617834324,36,B_maker
TIAUSDT,2025-05-09 06:00:00+00:00,5.4,0.11299999999999999,18,B_maker
TIAUSDT,2025-05-11 00:00:00+00:00,3.73,-0.010901166359729817,36,B_maker
TIAUSDT,2025-08-24 19:00:00+00:00,3.72,-0.052000000000000046,12,B_maker
TIAUSDT,2025-09-17 09:00:00+00:00,3.69,0.07493853427895969,36,B_maker
TIAUSDT,2025-10-13 11:00:00+00:00,3.08,0.0724986200551978,36,B_maker
TIAUSDT,2025-11-08 02:00:00+00:00,3.11,-0.052000000000000046,3,B_maker
TIAUSDT,2025-11-08 09:00:00+00:00,4.41,0.006893280632410905,36,B_maker
TIAUSDT,2026-01-05 01:00:00+00:00,3.7,0.052691595317141404,36,B_maker
TIAUSDT,2026-02-07 16:00:00+00:00,3.14,-0.02472727272727282,36,B_maker
TIAUSDT,2026-02-09 06:00:00+00:00,3.29,-0.052000000000000046,36,B_maker
TIAUSDT,2026-03-28 00:00:00+00:00,3.64,-0.02249042660396372,36,B_maker
TIAUSDT,2026-04-16 07:00:00+00:00,4.0,0.11299999999999999,9,B_maker
TIAUSDT,2026-04-16 18:00:00+00:00,4.27,0.08465986741458442,36,B_maker
TRUMPUSDT,2025-04-24 05:00:00+00:00,3.48,-0.052000000000000046,2,B_maker
TRUMPUSDT,2025-04-25 10:00:00+00:00,3.44,0.11299999999999999,21,B_maker
TRUMPUSDT,2025-07-09 18:00:00+00:00,3.78,0.09599549549549535,36,B_maker
TRUMPUSDT,2025-07-17 10:00:00+00:00,3.31,0.03056689791873146,36,B_maker
TRUMPUSDT,2025-08-24 19:00:00+00:00,3.86,-0.05200000000000016,24,B_maker
TRUMPUSDT,2025-09-01 05:00:00+00:00,3.27,0.029764705882352915,36,B_maker
TRUMPUSDT,2025-09-22 00:00:00+00:00,3.24,-0.052000000000000046,6,B_maker
TRUMPUSDT,2025-09-29 23:00:00+00:00,3.09,-0.002,36,B_maker
TRUMPUSDT,2025-10-08 01:00:00+00:00,4.97,-0.020252933507170723,36,B_maker
TRUMPUSDT,2025-10-13 11:00:00+00:00,3.84,-0.005011093502377049,36,B_maker
TRUMPUSDT,2025-10-28 05:00:00+00:00,3.15,0.11299999999999999,25,B_maker
TRUMPUSDT,2025-10-29 08:00:00+00:00,3.81,0.013000000000000124,34,B_maker
TRUMPUSDT,2025-12-24 08:00:00+00:00,4.38,0.02367819424311457,36,B_maker
TRUMPUSDT,2026-01-03 00:00:00+00:00,3.53,0.07276462477841261,36,B_maker
TRUMPUSDT,2026-01-05 01:00:00+00:00,3.1,0.02139181286549685,36,B_maker
TRUMPUSDT,2026-01-31 17:00:00+00:00,3.2,-0.051999999999999935,1,B_maker
TRUMPUSDT,2026-02-06 07:00:00+00:00,3.3,0.06404166666666677,36,B_maker
TRUMPUSDT,2026-03-13 17:00:00+00:00,4.3,0.11299999999999999,10,B_maker
TRUMPUSDT,2026-03-14 08:00:00+00:00,3.65,0.02693401015228436,36,B_maker
TRUMPUSDT,2026-04-14 15:00:00+00:00,3.28,0.028960854092526578,36,B_maker
TRUMPUSDT,2026-06-12 13:00:00+00:00,3.09,0.11299999999999999,12,B_maker
XPLUSDT,2025-10-08 10:00:00+00:00,3.52,-0.052000000000000046,16,B_maker
XPLUSDT,2026-05-07 11:00:00+00:00,3.47,0.07399221789883281,36,B_maker
XPLUSDT,2026-05-29 05:00:00+00:00,3.15,-0.052000000000000046,8,B_maker
XPLUSDT,2026-06-12 11:00:00+00:00,3.32,-0.051999999999999935,7,B_maker
XPLUSDT,2026-06-25 05:00:00+00:00,4.88,0.11299999999999999,16,B_maker
ZROUSDT,2025-01-16 16:00:00+00:00,3.17,0.061348396815149586,36,B_maker
ZROUSDT,2025-02-25 10:00:00+00:00,3.13,0.08133333333333348,36,B_maker
ZROUSDT,2025-03-15 08:00:00+00:00,3.97,0.11299999999999999,18,B_maker
ZROUSDT,2025-05-26 16:00:00+00:00,3.37,-0.007524861878452914,36,B_maker
ZROUSDT,2025-07-11 06:00:00+00:00,3.42,-0.052000000000000046,30,B_maker
ZROUSDT,2025-07-14 06:00:00+00:00,3.03,-0.052000000000000046,21,B_maker
ZROUSDT,2025-07-18 11:00:00+00:00,3.17,-0.052000000000000046,4,B_maker
ZROUSDT,2025-07-20 00:00:00+00:00,4.87,0.08891324200913253,36,B_maker
ZROUSDT,2025-08-10 23:00:00+00:00,3.34,0.11299999999999999,3,B_maker
ZROUSDT,2025-08-11 06:00:00+00:00,4.51,-0.052000000000000046,8,B_maker
ZROUSDT,2025-08-29 07:00:00+00:00,3.59,-0.052000000000000046,7,B_maker
ZROUSDT,2025-09-17 17:00:00+00:00,3.21,0.06797914494264878,36,B_maker
ZROUSDT,2025-09-20 13:00:00+00:00,3.72,-0.03298450774612682,36,B_maker
ZROUSDT,2025-09-22 15:00:00+00:00,4.39,0.11299999999999999,34,B_maker
ZROUSDT,2025-09-24 04:00:00+00:00,3.81,-0.051999999999999935,27,B_maker
ZROUSDT,2025-09-26 14:00:00+00:00,3.68,0.02998948290972825,36,B_maker
ZROUSDT,2026-01-14 10:00:00+00:00,3.1,-0.023791767554479315,36,B_maker
ZROUSDT,2026-01-19 00:00:00+00:00,4.18,0.011505578391074469,36,B_maker
ZROUSDT,2026-01-21 06:00:00+00:00,3.34,0.06652697095435678,36,B_maker
ZROUSDT,2026-01-23 06:00:00+00:00,3.64,-0.051999999999999935,27,B_maker
ZROUSDT,2026-03-22 05:00:00+00:00,3.19,0.05826557711950975,36,B_maker
ZROUSDT,2026-06-03 19:00:00+00:00,3.33,-0.052000000000000046,7,B_maker
币安人生USDT,2026-04-06 01:00:00+00:00,4.16,-0.051999999999999935,2,B_maker
币安人生USDT,2026-04-06 16:00:00+00:00,3.63,0.013000000000000124,9,B_maker
币安人生USDT,2026-04-07 02:00:00+00:00,3.11,-0.052000000000000046,11,B_maker
币安人生USDT,2026-04-15 02:00:00+00:00,3.22,-0.051999999999999935,1,B_maker
ALLOUSDT,2025-11-20 06:00:00+00:00,4.82,0.10999999999999999,20,C_no_stop
ALLOUSDT,2026-01-25 07:00:00+00:00,3.18,-0.10157320872274145,36,C_no_stop
ALLOUSDT,2026-05-21 10:00:00+00:00,4.72,0.10999999999999999,26,C_no_stop
ALLOUSDT,2026-05-22 16:00:00+00:00,3.19,-0.059766734279918736,36,C_no_stop
ALLOUSDT,2026-05-28 05:00:00+00:00,3.25,0.10999999999999999,9,C_no_stop
APTUSDT,2025-05-09 08:00:00+00:00,3.74,0.0152251143158636,36,C_no_stop
APTUSDT,2025-05-11 03:00:00+00:00,3.4,-0.05617408906882592,36,C_no_stop
APTUSDT,2025-05-13 19:00:00+00:00,3.31,-0.11758492397282438,36,C_no_stop
APTUSDT,2025-05-21 17:00:00+00:00,3.24,0.10999999999999999,34,C_no_stop
APTUSDT,2025-06-20 17:00:00+00:00,3.18,0.011757766876897894,36,C_no_stop
APTUSDT,2025-06-25 02:00:00+00:00,4.49,-0.05125101874490633,36,C_no_stop
APTUSDT,2025-06-27 07:00:00+00:00,4.03,-0.0676824995133345,36,C_no_stop
APTUSDT,2025-08-08 00:00:00+00:00,3.7,0.07467900133749439,36,C_no_stop
APTUSDT,2025-08-24 19:00:00+00:00,3.2,-0.07570707070707061,36,C_no_stop
APTUSDT,2025-09-17 18:00:00+00:00,3.73,0.06237850787132116,36,C_no_stop
APTUSDT,2025-09-30 21:00:00+00:00,3.03,0.10272862709145081,36,C_no_stop
APTUSDT,2025-10-03 16:00:00+00:00,3.08,-0.004812628817687843,36,C_no_stop
APTUSDT,2025-12-20 10:00:00+00:00,3.58,-0.04803030303030297,36,C_no_stop
APTUSDT,2025-12-23 06:00:00+00:00,3.27,0.008871374527112178,36,C_no_stop
APTUSDT,2025-12-31 07:00:00+00:00,3.19,0.07847826086956522,36,C_no_stop
APTUSDT,2026-01-07 01:00:00+00:00,3.06,-0.07817073170731703,36,C_no_stop
APTUSDT,2026-01-20 10:00:00+00:00,3.26,-0.024962570180910856,36,C_no_stop
APTUSDT,2026-02-06 12:00:00+00:00,4.35,0.05040616246498598,36,C_no_stop
APTUSDT,2026-02-23 09:00:00+00:00,3.49,-0.04242690058479536,36,C_no_stop
APTUSDT,2026-03-16 14:00:00+00:00,3.8,0.011080402010050231,36,C_no_stop
APTUSDT,2026-03-23 23:00:00+00:00,3.44,0.005289990645463209,36,C_no_stop
APTUSDT,2026-04-17 10:00:00+00:00,3.08,-0.04772634791454732,36,C_no_stop
APTUSDT,2026-04-22 05:00:00+00:00,3.69,-0.030210084033613357,36,C_no_stop
APTUSDT,2026-04-25 07:00:00+00:00,3.26,0.010432098765432166,36,C_no_stop
APTUSDT,2026-04-28 05:00:00+00:00,3.18,0.006316872427983515,36,C_no_stop
APTUSDT,2026-04-30 16:00:00+00:00,3.12,0.004109311740890691,36,C_no_stop
APTUSDT,2026-05-05 18:00:00+00:00,4.1,0.06967908902691489,36,C_no_stop
APTUSDT,2026-05-10 20:00:00+00:00,5.94,-0.06617247238742574,36,C_no_stop
APTUSDT,2026-05-17 13:00:00+00:00,3.12,-0.007116402116402072,36,C_no_stop
APTUSDT,2026-06-06 14:00:00+00:00,3.16,0.002587253414264028,36,C_no_stop
ARBUSDT,2025-02-01 03:00:00+00:00,4.01,-0.12242543171114595,36,C_no_stop
ARBUSDT,2025-02-25 07:00:00+00:00,3.21,0.059088707621718035,36,C_no_stop
ARBUSDT,2025-04-02 20:00:00+00:00,3.11,-0.037090464547677275,36,C_no_stop
ARBUSDT,2025-05-07 18:00:00+00:00,3.13,0.11000000000000021,24,C_no_stop
